year,geography,metric,unit,vector,value,decimals
1998,British Columbia,Violent weighted clearance rate,Number,v53079730,48.14,2
1998,British Columbia,Non-violent weighted clearance rate,Number,v53079732,22.15,2
1998,British Columbia,Percent change in non-violent weighted clearance rate,Percent,v53079733,,2
1998,"Vancouver, British Columbia",Crime severity index,Index,v44312677,183.77,2
1998,"Vancouver, British Columbia",Violent crime severity index,Index,v44312679,156.22,2
1998,"Vancouver, British Columbia",Non-violent crime severity index,Index,v44312681,194.36,2
1998,"Vancouver, British Columbia",Youth crime severity index,Index,v53079744,,2
1998,"Vancouver, British Columbia",Youth violent crime severity index,Index,v53079745,,2
1998,"Vancouver, British Columbia",Youth non-violent crime severity index,Index,v53079737,,2
1998,"Vancouver, British Columbia",Weighted clearance rate,Number,v53079738,20.9,2
1998,"Vancouver, British Columbia",Violent weighted clearance rate,Number,v53079740,36.93,2
1998,"Vancouver, British Columbia",Non-violent weighted clearance rate,Number,v53079742,15.95,2
1998,"Vancouver, British Columbia",Percent change in non-violent weighted clearance rate,Percent,v53079743,,2
1998,"Victoria, British Columbia",Crime severity index,Index,v44312683,145.45,2
1998,"Victoria, British Columbia",Violent crime severity index,Index,v44312685,133.23,2
1998,"Victoria, British Columbia",Non-violent crime severity index,Index,v44312687,150.15,2
1998,"Victoria, British Columbia",Youth crime severity index,Index,v53079753,,2
1998,"Victoria, British Columbia",Youth violent crime severity index,Index,v53079754,,2
1998,"Victoria, British Columbia",Youth non-violent crime severity index,Index,v53079746,,2
1998,"Victoria, British Columbia",Weighted clearance rate,Number,v53079747,36.84,2
1998,"Victoria, British Columbia",Violent weighted clearance rate,Number,v53079749,60.24,2
1998,"Victoria, British Columbia",Non-violent weighted clearance rate,Number,v53079751,28.86,2
1998,"Victoria, British Columbia",Percent change in non-violent weighted clearance rate,Percent,v53079752,,2
1998,Yukon,Crime severity index,Index,v44312695,226.16,2
1998,Yukon,Violent crime severity index,Index,v44312697,214.17,2
1998,Yukon,Non-violent crime severity index,Index,v44312699,230.77,2
1998,Yukon,Youth crime severity index,Index,v53079785,252.18,2
1998,Yukon,Youth violent crime severity index,Index,v53079787,83.32,2
1998,Yukon,Youth non-violent crime severity index,Index,v53079777,380.79,2
1998,Yukon,Weighted clearance rate,Number,v53079779,46.51,2
1998,Yukon,Violent weighted clearance rate,Number,v53079781,68.86,2
1998,Yukon,Non-violent weighted clearance rate,Number,v53079783,38.53,2
1998,Yukon,Percent change in non-violent weighted clearance rate,Percent,v53079784,,2
1998,Northwest Territories,Crime severity index,Index,v44312701,267.47,2
1998,Northwest Territories,Violent crime severity index,Index,v44312703,305.99,2
1998,Northwest Territories,Non-violent crime severity index,Index,v44312705,252.66,2
1998,Northwest Territories,Youth crime severity index,Index,v53079797,385.01,2
1998,Northwest Territories,Youth violent crime severity index,Index,v53079799,142.78,2
1998,Northwest Territories,Youth non-violent crime severity index,Index,v53079789,569.51,2
1998,Northwest Territories,Weighted clearance rate,Number,v53079791,54.16,2
1998,Northwest Territories,Violent weighted clearance rate,Number,v53079793,72.85,2
1998,Northwest Territories,Non-violent weighted clearance rate,Number,v53079795,45.46,2
1998,Northwest Territories,Percent change in non-violent weighted clearance rate,Percent,v53079796,,2
1999,Canada,Crime severity index,Index,v44312461,111.24,2
1999,Canada,Percent change in crime severity index,Percent,v44312462,-6.4,2
1999,Canada,Violent crime severity index,Index,v44312463,99.36,2
1999,Canada,Percent change in violent crime severity index,Percent,v44312464,1.6,2
1999,Canada,Non-violent crime severity index,Index,v44312465,115.8,2
1999,Canada,Percent change in non-violent crime severity index,Percent,v44312466,-8.77,2
1999,Canada,Youth crime severity index,Index,v53079455,99.34,2
1999,Canada,Percent change in youth crime severity index,Percent,v53079456,-9.89,2
1999,Canada,Youth violent crime severity index,Index,v53079457,83.51,2
1999,Canada,Percent change in youth violent crime severity index,Percent,v53079920,-3.56,2
1999,Canada,Youth non-violent crime severity index,Index,v53079447,111.4,2
1999,Canada,Percent change in youth non-violent crime severity index,Percent,v53079448,-13.14,2
1999,Canada,Weighted clearance rate,Number,v53079449,35.18,2
1999,Canada,Percent change in weighted clearance rate,Percent,v53079450,3.29,2
1999,Canada,Violent weighted clearance rate,Number,v53079451,57.28,2
1999,Canada,Percent change in violent weighted clearance rate,Percent,v53079452,2.91,2
1999,Canada,Non-violent weighted clearance rate,Number,v53079453,27.89,2
1999,Canada,Percent change in non-violent weighted clearance rate,Percent,v53079454,0.83,2
1999,Newfoundland and Labrador,Crime severity index,Index,v44312467,69.22,2
1999,Newfoundland and Labrador,Percent change in crime severity index,Percent,v44312468,-9.37,2
1999,Newfoundland and Labrador,Violent crime severity index,Index,v44312469,58.2,2
1999,Newfoundland and Labrador,Percent change in violent crime severity index,Percent,v44312470,-0.39,2
1999,Newfoundland and Labrador,Non-violent crime severity index,Index,v44312471,73.45,2
1999,Newfoundland and Labrador,Percent change in non-violent crime severity index,Percent,v44312472,-11.8,2
1999,Newfoundland and Labrador,Youth crime severity index,Index,v53079560,90.75,2
1999,Newfoundland and Labrador,Percent change in youth crime severity index,Percent,v53079561,-17.29,2
1999,Newfoundland and Labrador,Youth violent crime severity index,Index,v53079562,50.15,2
1999,Newfoundland and Labrador,Percent change in youth violent crime severity index,Percent,v53079921,-10.01,2
1999,Newfoundland and Labrador,Youth non-violent crime severity index,Index,v53079552,121.66,2
1999,Newfoundland and Labrador,Percent change in youth non-violent crime severity index,Percent,v53079553,-19.35,2
1999,Newfoundland and Labrador,Weighted clearance rate,Number,v53079554,42.25,2
1999,Newfoundland and Labrador,Percent change in weighted clearance rate,Percent,v53079555,0.81,2
1999,Newfoundland and Labrador,Violent weighted clearance rate,Number,v53079556,69.4,2
1999,Newfoundland and Labrador,Percent change in violent weighted clearance rate,Percent,v53079557,10.49,2
1999,Newfoundland and Labrador,Non-violent weighted clearance rate,Number,v53079558,33.98,2
1999,Newfoundland and Labrador,Percent change in non-violent weighted clearance rate,Percent,v53079559,-6.31,2
1999,"St. John's, Newfoundland and Labrador",Crime severity index,Index,v44312473,79.38,2
1999,"St. John's, Newfoundland and Labrador",Percent change in crime severity index,Percent,v44312474,-21.44,2
1999,"St. John's, Newfoundland and Labrador",Violent crime severity index,Index,v44312475,57.01,2
1999,"St. John's, Newfoundland and Labrador",Percent change in violent crime severity index,Percent,v44312476,-14.34,2
1999,"St. John's, Newfoundland and Labrador",Non-violent crime severity index,Index,v44312477,87.98,2
1999,"St. John's, Newfoundland and Labrador",Percent change in non-violent crime severity index,Percent,v44312478,-23.02,2
1999,"St. John's, Newfoundland and Labrador",Youth crime severity index,Index,v53079663,,2
1999,"St. John's, Newfoundland and Labrador",Youth violent crime severity index,Index,v53079664,,2
1999,"St. John's, Newfoundland and Labrador",Youth non-violent crime severity index,Index,v53079656,,2
1999,"St. John's, Newfoundland and Labrador",Weighted clearance rate,Number,v53079657,29.94,2
1999,"St. John's, Newfoundland and Labrador",Percent change in weighted clearance rate,Percent,v53079658,-5.37,2
1999,"St. John's, Newfoundland and Labrador",Violent weighted clearance rate,Number,v53079659,48.57,2
1999,"St. John's, Newfoundland and Labrador",Percent change in violent weighted clearance rate,Percent,v53079660,-7.7,2
1999,"St. John's, Newfoundland and Labrador",Non-violent weighted clearance rate,Number,v53079661,25.29,2
1999,"St. John's, Newfoundland and Labrador",Percent change in non-violent weighted clearance rate,Percent,v53079662,-6.16,2
1999,Prince Edward Island,Crime severity index,Index,v44312479,78.99,2
1999,Prince Edward Island,Percent change in crime severity index,Percent,v44312480,7.75,2
1999,Prince Edward Island,Violent crime severity index,Index,v44312481,55.83,2
1999,Prince Edward Island,Percent change in violent crime severity index,Percent,v44312482,-3.46,2
1999,Prince Edward Island,Non-violent crime severity index,Index,v44312483,87.89,2
1999,Prince Edward Island,Percent change in non-violent crime severity index,Percent,v44312484,10.87,2
1999,Prince Edward Island,Youth crime severity index,Index,v53079773,49.85,2
1999,Prince Edward Island,Percent change in youth crime severity index,Percent,v53079774,-0.95,2
1999,Prince Edward Island,Youth violent crime severity index,Index,v53079775,30.5,2
1999,Prince Edward Island,Percent change in youth violent crime severity index,Percent,v53079922,2.97,2
1999,Prince Edward Island,Youth non-violent crime severity index,Index,v53079765,64.59,2
1999,Prince Edward Island,Percent change in youth non-violent crime severity index,Percent,v53079766,-2.3,2
1999,Prince Edward Island,Weighted clearance rate,Number,v53079767,35.92,2
1999,Prince Edward Island,Percent change in weighted clearance rate,Percent,v53079768,-28.8,2
1999,Prince Edward Island,Violent weighted clearance rate,Number,v53079769,59.58,2
1999,Prince Edward Island,Percent change in violent weighted clearance rate,Percent,v53079770,-20.98,2
1999,Prince Edward Island,Non-violent weighted clearance rate,Number,v53079771,30.14,2
1999,Prince Edward Island,Percent change in non-violent weighted clearance rate,Percent,v53079772,-30.63,2
1999,Nova Scotia,Crime severity index,Index,v44312485,104.62,2
1999,Nova Scotia,Percent change in crime severity index,Percent,v44312486,-0.74,2
1999,Nova Scotia,Violent crime severity index,Index,v44312487,87.58,2
1999,Nova Scotia,Percent change in violent crime severity index,Percent,v44312488,3.1,2
1999,Nova Scotia,Non-violent crime severity index,Index,v44312489,111.17,2
1999,Nova Scotia,Percent change in non-violent crime severity index,Percent,v44312490,-1.85,2
1999,Nova Scotia,Youth crime severity index,Index,v53079875,96.04,2
1999,Nova Scotia,Percent change in youth crime severity index,Percent,v53079876,-8.72,2
1999,Nova Scotia,Youth violent crime severity index,Index,v53079877,59.87,2
1999,Nova Scotia,Percent change in youth violent crime severity index,Percent,v53079923,-20.47,2
1999,Nova Scotia,Youth non-violent crime severity index,Index,v53079867,123.59,2
1999,Nova Scotia,Percent change in youth non-violent crime severity index,Percent,v53079868,-3.45,2
1999,Nova Scotia,Weighted clearance rate,Number,v53079869,35.63,2
1999,Nova Scotia,Percent change in weighted clearance rate,Percent,v53079870,0.23,2
1999,Nova Scotia,Violent weighted clearance rate,Number,v53079871,59.98,2
1999,Nova Scotia,Percent change in violent weighted clearance rate,Percent,v53079872,2.44,2
1999,Nova Scotia,Non-violent weighted clearance rate,Number,v53079873,28.26,2
1999,Nova Scotia,Percent change in non-violent weighted clearance rate,Percent,v53079874,-2.25,2
1999,"Halifax, Nova Scotia",Crime severity index,Index,v44312491,131.36,2
1999,"Halifax, Nova Scotia",Percent change in crime severity index,Percent,v44312492,-2.07,2
1999,"Halifax, Nova Scotia",Violent crime severity index,Index,v44312493,105.82,2
1999,"Halifax, Nova Scotia",Percent change in violent crime severity index,Percent,v44312494,-4.27,2
1999,"Halifax, Nova Scotia",Non-violent crime severity index,Index,v44312495,141.18,2
1999,"Halifax, Nova Scotia",Percent change in non-violent crime severity index,Percent,v44312496,-1.41,2
1999,"Halifax, Nova Scotia",Youth crime severity index,Index,v53079885,,2
1999,"Halifax, Nova Scotia",Youth violent crime severity index,Index,v53079886,,2
1999,"Halifax, Nova Scotia",Youth non-violent crime severity index,Index,v53079878,,2
1999,"Halifax, Nova Scotia",Weighted clearance rate,Number,v53079879,25.53,2
1999,"Halifax, Nova Scotia",Percent change in weighted clearance rate,Percent,v53079880,-11.81,2
1999,"Halifax, Nova Scotia",Violent weighted clearance rate,Number,v53079881,47.88,2
1999,"Halifax, Nova Scotia",Percent change in violent weighted clearance rate,Percent,v53079882,-7.3,2
1999,"Halifax, Nova Scotia",Non-violent weighted clearance rate,Number,v53079883,19.09,2
1999,"Halifax, Nova Scotia",Percent change in non-violent weighted clearance rate,Percent,v53079884,-14.05,2
1999,New Brunswick,Crime severity index,Index,v44312497,90.04,2
1999,New Brunswick,Percent change in crime severity index,Percent,v44312498,0.07,2
1999,New Brunswick,Violent crime severity index,Index,v44312499,78.56,2
1999,New Brunswick,Percent change in violent crime severity index,Percent,v44312500,17.04,2
1999,New Brunswick,Non-violent crime severity index,Index,v44312501,94.46,2
1999,New Brunswick,Percent change in non-violent crime severity index,Percent,v44312502,-4.36,2
1999,New Brunswick,Youth crime severity index,Index,v53079896,91.95,2
1999,New Brunswick,Percent change in youth crime severity index,Percent,v53079897,-5.4,2
1999,New Brunswick,Youth violent crime severity index,Index,v53079898,62.74,2
1999,New Brunswick,Percent change in youth violent crime severity index,Percent,v53079924,12.1,2
1999,New Brunswick,Youth non-violent crime severity index,Index,v53079888,114.19,2
1999,New Brunswick,Percent change in youth non-violent crime severity index,Percent,v53079889,-11.21,2
1999,New Brunswick,Weighted clearance rate,Number,v53079890,40.42,2
1999,New Brunswick,Percent change in weighted clearance rate,Percent,v53079891,-8.07,2
1999,New Brunswick,Violent weighted clearance rate,Number,v53079892,60.42,2
1999,New Brunswick,Percent change in violent weighted clearance rate,Percent,v53079893,-11.23,2
1999,New Brunswick,Non-violent weighted clearance rate,Number,v53079894,34.03,2
1999,New Brunswick,Percent change in non-violent weighted clearance rate,Percent,v53079895,-9.69,2
1999,"Saint John, New Brunswick",Crime severity index,Index,v44312503,93.92,2
1999,"Saint John, New Brunswick",Percent change in crime severity index,Percent,v44312504,-7.23,2
1999,"Saint John, New Brunswick",Violent crime severity index,Index,v44312505,87.5,2
1999,"Saint John, New Brunswick",Percent change in violent crime severity index,Percent,v44312506,4.08,2
1999,"Saint John, New Brunswick",Non-violent crime severity index,Index,v44312507,96.38,2
1999,"Saint John, New Brunswick",Percent change in non-violent crime severity index,Percent,v44312508,-10.63,2
1999,"Saint John, New Brunswick",Youth crime severity index,Index,v53079906,,2
1999,"Saint John, New Brunswick",Youth violent crime severity index,Index,v53079907,,2
1999,"Saint John, New Brunswick",Youth non-violent crime severity index,Index,v53079899,,2
1999,"Saint John, New Brunswick",Weighted clearance rate,Number,v53079900,30.0,2
1999,"Saint John, New Brunswick",Percent change in weighted clearance rate,Percent,v53079901,-28.45,2
1999,"Saint John, New Brunswick",Violent weighted clearance rate,Number,v53079902,37.28,2
1999,"Saint John, New Brunswick",Percent change in violent weighted clearance rate,Percent,v53079903,-36.2,2
1999,"Saint John, New Brunswick",Non-violent weighted clearance rate,Number,v53079904,27.46,2
1999,"Saint John, New Brunswick",Percent change in non-violent weighted clearance rate,Percent,v53079905,-25.74,2
1999,Quebec,Crime severity index,Index,v44312509,104.3,2
